author/repo,name,url,language,license,size
graphql-compose/graphql-compose-elasticsearch,graphql-compose-elasticsearch,https://github.com/graphql-compose/graphql-compose-elasticsearch,JavaScript,MIT,843.57 KiB
graphql/graphiql,graphiql,https://github.com/graphql/graphiql,TypeScript,MIT,4.29 MiB
graykode/gpt-2-Pytorch,gpt-2-Pytorch,https://github.com/graykode/gpt-2-Pytorch,Python,MIT,1.46 MiB
graykode/nlp-tutorial,nlp-tutorial,https://github.com/graykode/nlp-tutorial,Python,MIT,247.68 KiB
greenbone/gvm-libs,gvm-libs,https://github.com/greenbone/gvm-libs,C,GPL-2.0-only,1.34 MiB
greenbone/gvm-tools,gvm-tools,https://github.com/greenbone/gvm-tools,Python,GPL-3.0-only,571.05 KiB
greenbone/gvmd,gvmd,https://github.com/greenbone/gvmd,C,AGPL-3.0-only,6.52 MiB
greenbone/openvas,openvas,https://github.com/greenbone/openvas,C,GPL-2.0-only,1.89 MiB
greenbone/openvas-scanner,openvas-scanner,https://github.com/greenbone/openvas-scanner,C,GPL-2.0-only,1.89 MiB
gregnwosu/haskellbook,haskellbook,https://github.com/gregnwosu/haskellbook,Haskell,BSD-3-Clause,303.21 MiB
greyli/flask-examples,flask-examples,https://github.com/greyli/flask-examples,Css,MIT,13.47 MiB
grignaak/cow-collections,cow-collections,https://github.com/grignaak/cow-collections,Java,MIT,211.51 KiB
gruns/icecream,icecream,https://github.com/gruns/icecream,Python,MIT,59.12 KiB
gruntjs/grunt,grunt,https://github.com/gruntjs/grunt,JavaScript,MIT,189.52 KiB
gruntwork-io/terragrunt,terragrunt,https://github.com/gruntwork-io/terragrunt,Go,MIT,3.63 MiB
gruntwork-io/terratest,terratest,https://github.com/gruntwork-io/terratest,Go,Apache-2.0,14.29 MiB
gsnw/proxychains,proxychains,git@gitlab.com:gsnw/proxychains.git,C,AGPL-1.0-only,83.74 KiB
gvelez17/glimpse,glimpse,https://github.com/gvelez17/glimpse,C,ISC,2.38 MiB
gvinciguerra/PGM-index,PGM-index,https://github.com/gvinciguerra/PGM-index,Cpp,Apache-2.0,13.91 MiB
gym,gym,https://github.com/openai/gym,Python,MIT,4.20 MiB
h5bp/server-configs-nginx,server-configs-nginx,https://github.com/h5bp/server-configs-nginx,Markdown,MIT,100.92 KiB
hadolint/hadolint,hadolint,https://github.com/hadolint/hadolint,Haskell,GPL-3.0-only,273.73 KiB
haltakov/natural-language-youtube-search,natural-language-youtube-search,https://github.com/haltakov/natural-language-youtube-search,Python,MIT,16.51 MiB
hankcs/HanLP,HanLP,https://github.com/hankcs/HanLP,Python,Apache-2.0,478.74 KiB
hanwen/go-fuse,go-fuse,https://github.com/hanwen/go-fuse,Go,BSD-3-Clause,805.26 KiB
harc/ohm,ohm,https://github.com/harc/ohm,JavaScript,MIT,3.65 MiB
harvardnlp/annotated-transformer,annotated-transformer,https://github.com/harvardnlp/annotated-transformer,Python,MIT,1.42 MiB
hashicorp/packer,packer,https://github.com/hashicorp/packer,Go,MPL-2.0,105.17 MiB
hashicorp/terraform,terraform,https://github.com/hashicorp/terraform,Go,MPL-2.0,12.04 MiB
hashicorp/terraform-ls,terraform-ls,https://github.com/hashicorp/terraform-ls,Go,MPL-2.0,1.63 MiB
haskell-at-work/domain-modelling-with-haskell,domain-modelling-with-haskell,https://github.com/haskell-at-work/domain-modelling-with-haskell,Haskell,MPL-2.0,22.84 KiB
haskell-at-work/smart-constructors,smart-constructors,https://github.com/haskell-at-work/smart-constructors,Haskell,MPL-2.0,17.53 KiB
haskell-at-work/validation-with-smart-constructors,validation-with-smart-constructors,https://github.com/haskell-at-work/validation-with-smart-constructors,Haskell,MPL-2.0,18.30 KiB
haskell/cabal,cabal,https://github.com/haskell/cabal,Haskell,BSD-3-Clause,11.13 MiB
haskell/ghcup-hs,ghcup-hs,https://github.com/haskell/ghcup-hs,C,LGPL-3.0-only,3.74 MiB
haskell/haskell-ide-engine,haskell-ide-engine,https://github.com/haskell/haskell-ide-engine,Haskell,BSD-3-Clause,1.59 MiB
haskell/haskell-language-server,haskell-language-server,https://github.com/haskell/haskell-language-server,Haskell,Apache-2.0,9.87 MiB
haskell/parsec,parsec,https://github.com/haskell/parsec,Haskell,BSD-2-Clause,147.27 KiB
haskell/text,text,https://github.com/haskell/text,Haskell,BSD-2-Clause,630.98 KiB
haskellcamargo/sclack,sclack,https://github.com/haskellcamargo/sclack,Python,GPL-3.0-only,1.94 MiB
hasura/graphqurl,graphqurl,https://github.com/hasura/graphqurl,JavaScript,Apache-2.0,1.83 MiB
hasura/haskell-docker-builder,haskell-docker-builder,https://github.com/hasura/haskell-docker-builder,Dockerfile,MIT,4.40 KiB
hdaSprachtechnologie/odenet,odenet,https://github.com/hdaSprachtechnologie/odenet,Xml,CC-BY-SA-4.0,47.94 MiB
helm/chart-testing,chart-testing,https://github.com/helm/chart-testing,Go,Apache-2.0,219.49 KiB
helm/helm,helm,https://github.com/helm/helm,Go,Apache-2.0,2.01 MiB
hexops/dockerfile,dockerfile,https://github.com/hexops/dockerfile,Dockerfile,"Apache-2.0, MIT",22.10 KiB
hlissner/doom-emacs,doom-emacs,https://github.com/hlissner/doom-emacs,Elisp,MIT,2.32 MiB
hlissner/doom-snippets,doom-snippets,https://github.com/hlissner/doom-snippets,Elisp,MIT,380.92 KiB
honza/vim-snippets,vim-snippets,https://github.com/honza/vim-snippets,Python,MIT,739.56 KiB
howardabrams/emacs-piper,emacs-piper,https://gitlab.com/howardabrams/emacs-piper,Elisp,GPL-3.0-only,12.46 MiB
hsenag/regex,regex,https://github.com/hsenag/regex,Haskell,BSD-3-Clause,7.65 MiB
htop-dev/htop,htop,https://github.com/htop-dev/htop,C,GPL-2.0-only,746.04 KiB
http-kit/http-kit,http-kit,https://github.com/http-kit/http-kit,Java,Apache-2.0,549.52 KiB
huggingface/Mongoku,Mongoku,https://github.com/huggingface/Mongoku,TypeScript,MIT,607.34 KiB
huggingface/autonlp,autonlp,https://github.com/huggingface/autonlp,Python,Apache-2.0,547.84 KiB
huggingface/datasets,datasets,https://github.com/huggingface/datasets,Python,Apache-2.0,58.76 MiB
huggingface/huggingface_hub,huggingface_hub,https://github.com/huggingface/huggingface_hub,Python,Apache-2.0,15.79 MiB
huggingface/neuralcoref,neuralcoref,https://github.com/huggingface/neuralcoref,Python,MIT,81.30 MiB
huggingface/pytorch-transformers,pytorch-transformers,https://github.com/huggingface/pytorch-transformers,Python,Apache-2.0,2.10 MiB
huggingface/transformers,transformers,https://github.com/huggingface/transformers,Python,Apache-2.0,27.50 MiB
huginn/huginn,huginn,https://github.com/huginn/huginn,Ruby,MIT,5.50 MiB
huwwp/cryptop,cryptop,https://github.com/huwwp/cryptop,Python,MIT,104.33 KiB
hvr/regex-compat,regex-compat,https://github.com/hvr/regex-compat,Haskell,BSD-3-Clause,10.14 KiB
hvr/regex-pcre,regex-pcre,https://github.com/hvr/regex-pcre,Haskell,BSD-3-Clause,40.85 KiB
hvr/regex-posix,regex-posix,https://github.com/hvr/regex-posix,Haskell,BSD-3-Clause,52.62 KiB
hvr/regex-tdfa,regex-tdfa,https://github.com/hvr/regex-tdfa,Haskell,BSD-3-Clause,321.15 KiB
hylang/hy,hy,https://github.com/hylang/hy,Python,MIT,929.06 KiB
hzeller/timg,timg,https://github.com/hzeller/timg,Cpp,GPL-2.0-only,1.20 MiB
idflores/ethereum-example,ethereum-example,https://github.com/idflores/ethereum-example,JavaScript,BSD-3-Clause,2.42 MiB
iluwatar/java-design-patterns,java-design-patterns,https://github.com/iluwatar/java-design-patterns,Java,MIT,12.54 MiB
inconshreveable/ngrok,ngrok,https://github.com/inconshreveable/ngrok,Go,Apache-2.0,525.68 KiB
ines/spacy-course,spacy-course,https://github.com/ines/spacy-course,Css,MIT,4.47 MiB
informatikr/aeson-pretty,aeson-pretty,https://github.com/informatikr/aeson-pretty,Sh,BSD-3-Clause,52.29 KiB
iovisor/bcc,bcc,https://github.com/iovisor/bcc,Python,Apache-2.0,5.45 MiB
iqbalansari/emacs-emojify,emacs-emojify,https://github.com/iqbalansari/emacs-emojify,Elisp,GPL-3.0-only,2.01 MiB
irevenko/what-anime-cli,what-anime-cli,https://github.com/irevenko/what-anime-cli,Go,MIT,36.54 MiB
irssi/irssi,irssi,https://github.com/irssi/irssi,C,GPL-2.0-only,3.13 MiB
itdxer/naive-bayes,naive-bayes,https://github.com/itdxer/naive-bayes,Python,MIT,12.74 KiB
iychoi/fuse-passthrough,fuse-passthrough,https://github.com/iychoi/fuse-passthrough,C,GPL-2.0-only,26.80 KiB
jackyzha0/rs-openai,rs-openai,https://github.com/jackyzha0/rs-openai,Rust,MIT,60.60 KiB
jadore801120/attention-is-all-you-need-pytorch,attention-is-all-you-need-pytorch,https://github.com/jadore801120/attention-is-all-you-need-pytorch,Python,MIT,52.16 KiB
jalammar/ecco,ecco,https://github.com/jalammar/ecco,Python,BSD-3-Clause,730.24 KiB
jallbrit/cbonsai,cbonsai,git@gitlab.com:jallbrit/cbonsai.git,C,GPL-3.0-only,61.88 KiB
jamesdbrock/replace-megaparsec,replace-megaparsec,https://github.com/jamesdbrock/replace-megaparsec,Haskell,BSD-2-Clause,40.91 KiB
jamesmartin/datomic-tutorial,datomic-tutorial,https://github.com/jamesmartin/datomic-tutorial,Markdown,EPL-1.0,20.28 KiB
jamesnvc/lsp_server,lsp_server,https://github.com/jamesnvc/lsp_server,Perl,BSD-2-Clause,46.46 KiB
jamespwilliams/prolog-isolation-checker,prolog-isolation-checker,https://github.com/jamespwilliams/prolog-isolation-checker,Perl,MIT,7.65 KiB
janestreet/sexp,sexp,https://github.com/janestreet/sexp,OCaml,MIT,285.84 KiB
jarun/ddgr,ddgr,https://github.com/jarun/ddgr,Python,GPL-3.0-only,155.72 KiB
jarun/googler,googler,https://github.com/jarun/googler,Python,GPL-3.0-only,251.71 KiB
jaspervdj/fugacious,fugacious,https://github.com/jaspervdj/fugacious,Haskell,BSD-3-Clause,68.86 KiB
jaybaird/python-bloomfilter,python-bloomfilter,https://github.com/jaybaird/python-bloomfilter,Python,MIT,25.75 KiB
jberkel/google-ngram-word-frequency-lists,google-ngram-word-frequency-lists,git@gitlab.com:jberkel/google-ngram-word-frequency-lists.git,Python,MIT,411.46 KiB
jbnicolai/ansi-256-colors,ansi-256-colors,https://github.com/jbnicolai/ansi-256-colors,JavaScript,MIT,7.15 KiB
jcline/fuse-google-drive,fuse-google-drive,https://github.com/jcline/fuse-google-drive,C,GPL-2.0-only,86.33 KiB
jcs090218/jcs-emacs,jcs-emacs,https://github.com/jcs090218/jcs-emacs,Sh,BSD-2-Clause,40.34 MiB
jdenen/mastodon.el,mastodon.el,https://github.com/jdenen/mastodon.el,Elisp,GPL-3.0-only,227.28 KiB
jdnavarro/pipes-p2p,pipes-p2p,https://github.com/jdnavarro/pipes-p2p,Haskell,BSD-3-Clause,21.53 KiB
jeffshek/open,open,https://github.com/jeffshek/open,Python,MIT,242.83 KiB
jesse-michael-han/lean-gptf,lean-gptf,https://github.com/jesse-michael-han/lean-gptf,Markdown,Apache-2.0,60.01 KiB
jesseduffield/lazydocker,lazydocker,https://github.com/jesseduffield/lazydocker,Go,MIT,22.22 MiB
jessewebb/csgo-buynds,csgo-buynds,https://github.com/jessewebb/csgo-buynds,JavaScript,MIT,10.71 MiB
jessfraz/tdash,tdash,https://github.com/jessfraz/tdash,Go,MIT,9.00 MiB
jetstack/cert-manager,cert-manager,https://github.com/jetstack/cert-manager,Go,Apache-2.0,5.78 MiB
jfacorro/clojerl,clojerl,https://github.com/jfacorro/clojerl,Erlang,EPL-1.0,2.15 MiB
jgorset/facebook-messenger,facebook-messenger,https://github.com/jgorset/facebook-messenger,Ruby,MIT,7.19 MiB
jhspetersson/fselect,fselect,https://github.com/jhspetersson/fselect,Rust,"Apache-2.0, MIT",327.45 KiB
jiridj/hugo-collapsible-code,hugo-collapsible-code,https://github.com/jiridj/hugo-collapsible-code,JavaScript,MIT,3.18 KiB
jjjake/internetarchive,internetarchive,https://github.com/jjjake/internetarchive,Python,AGPL-3.0-only,552.47 KiB
jknack/handlebars.java,handlebars.java,https://github.com/jknack/handlebars.java,Java,Apache-2.0,1.56 MiB
jlumpe/python-emacs,python-emacs,https://github.com/jlumpe/python-emacs,Python,MIT,36.71 KiB
jmacdonald/amp,amp,https://github.com/jmacdonald/amp,Rust,GPL-3.0-only,1.25 MiB
jmerizia/plainapi,plainapi,https://github.com/jmerizia/plainapi,Python,MIT,26.03 MiB
jodal/pykka,pykka,https://github.com/jodal/pykka,Python,Apache-2.0,195.14 KiB
joeyajames/Python,Python,https://github.com/joeyajames/Python,Python,MIT,2.95 MiB
joeyespo/grip,grip,https://github.com/joeyespo/grip,Html,MIT,565.13 KiB
joh/alarm-clock,alarm-clock,https://github.com/joh/alarm-clock,C,GPL-2.0-only,852.77 KiB
johang/btfs,btfs,https://github.com/johang/btfs,Cpp,GPL-3.0-only,73.31 KiB
johannestaas/pire,pire,https://github.com/johannestaas/pire,Python,GPL-2.0-only,309.84 KiB
john2x/jenkinsfile-mode,jenkinsfile-mode,https://github.com/john2x/jenkinsfile-mode,Elisp,GPL-3.0-only,3.85 KiB
jokenox/Goopt,Goopt,https://github.com/jokenox/Goopt,Jsx,MIT,21.50 MiB
joney000/Java-Competitive-Programming,Java-Competitive-Programming,https://github.com/joney000/Java-Competitive-Programming,Java,GPL-3.0-only,626.72 KiB
jonnystorm/giraphe,giraphe,https://github.com/jonnystorm/giraphe,Elixir,MPL-2.0,2.46 MiB
jonschlinkert/lang-map,lang-map,https://github.com/jonschlinkert/lang-map,JavaScript,MIT,55.00 KiB
jonsterling/Tmux-Haskell,Tmux-Haskell,https://github.com/jonsterling/Tmux-Haskell,Haskell,WTFPL,3.41 KiB
joouha/euporie,euporie,https://github.com/joouha/euporie,Python,GPL-3.0-only,249.19 KiB
jordansissel/puppet-examples,puppet-examples,https://github.com/jordansissel/puppet-examples,Ruby,MIT,41.63 KiB
jsyeo/example-ruby-gem,example-ruby-gem,https://github.com/jsyeo/example-ruby-gem,Ruby,MIT,4.62 KiB
jtdaugherty/brick,brick,https://github.com/jtdaugherty/brick,Haskell,BSD-3-Clause,1.50 MiB
jthill/columnate,columnate,https://github.com/jthill/columnate,Sh,Unlicense,6.33 KiB
judah/haskeline,haskeline,https://github.com/judah/haskeline,Haskell,BSD-3-Clause,247.88 KiB
julia-vscode/LanguageServer.jl,LanguageServer.jl,https://github.com/julia-vscode/LanguageServer.jl,Julia,MIT,224.65 KiB
julienba/clojure-api-sample,clojure-api-sample,https://github.com/julienba/clojure-api-sample,Clojure,EPL-2.0,23.64 KiB
juliosueiras/terraform-lsp,terraform-lsp,https://github.com/juliosueiras/terraform-lsp,Go,MIT,27.95 MiB
junegunn/fzf,fzf,https://github.com/junegunn/fzf,Go,MIT,502.90 KiB
jupyter-widgets/ipywidgets,ipywidgets,https://github.com/jupyter-widgets/ipywidgets,TypeScript,BSD-3-Clause,6.38 MiB
jwlodek/pyautogit,pyautogit,https://github.com/jwlodek/pyautogit,Python,BSD-3-Clause,1.01 MiB
jzelinskie/faq,faq,https://github.com/jzelinskie/faq,Go,Apache-2.0,150.76 KiB
kRITZCREEK/pscid,pscid,https://github.com/kRITZCREEK/pscid,PureScript,LGPL-3.0-only,84.18 KiB
kachayev/fn.py,fn.py,https://github.com/kachayev/fn.py,Python,Apache-2.0,115.22 KiB
kairen/kubeadm-ansible,kubeadm-ansible,https://github.com/kairen/kubeadm-ansible,Sh,Apache-2.0,89.09 KiB
kaiwk/leetcode.el,leetcode.el,https://github.com/kaiwk/leetcode.el,Elisp,GPL-3.0-only,1.32 MiB
kakaobrain/pororo,pororo,https://github.com/kakaobrain/pororo,Html,Apache-2.0,20.81 MiB
kanaka/mal,mal,https://github.com/kanaka/mal,Assembly,MPL-2.0,11.31 MiB
karlicoss/my,my,https://github.com/karlicoss/my,Python,MIT,85.15 KiB
karlicoss/promnesia,promnesia,https://github.com/karlicoss/promnesia,Org,MIT,641.35 KiB
karlstav/cava,cava,https://github.com/karlstav/cava,C,MIT,278.10 KiB
kaushalmodi/hugo-bare-min-theme,hugo-bare-min-theme,https://github.com/kaushalmodi/hugo-bare-min-theme,Org,MIT,484.00 KiB
kaushalmodi/ox-hugo,ox-hugo,https://github.com/kaushalmodi/ox-hugo,Org,GPL-3.0-only,4.37 MiB
kderme/p2p,p2p,https://github.com/kderme/p2p,Haskell,BSD-3-Clause,30.83 KiB
keendreams/keen,keen,https://github.com/keendreams/keen,C,GPL-2.0-only,801.21 KiB
kendru/clojure-chat,clojure-chat,https://github.com/kendru/clojure-chat,Bash,Apache-2.0,170.97 KiB
keras-team/keras,keras,https://github.com/keras-team/keras,Python,MIT,2.90 MiB
keras-team/keras-io,keras-io,https://github.com/keras-team/keras-io,Python,Apache-2.0,54.39 MiB
kieranbrowne/clojure-tensorflow,clojure-tensorflow,https://github.com/kieranbrowne/clojure-tensorflow,Clojure,EPL-1.0,106.69 KiB
kimryan/Lingua-EN-Sentence,Lingua-EN-Sentence,https://github.com/kimryan/Lingua-EN-Sentence,Perl,GPL-1.0-or-later,62.57 KiB
kingoflolz/mesh-transformer-jax,mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Python,Apache-2.0,336.62 KiB
kipgparker/soft-prompt-tuning,soft-prompt-tuning,https://github.com/kipgparker/soft-prompt-tuning,Python,MIT,42.12 KiB
kisaragi-hiu/awk-ward.el,awk-ward.el,https://gitlab.com/kisaragi-hiu/awk-ward.el,Elisp,MIT,9.51 KiB
kkdai/youtube,youtube,https://github.com/kkdai/youtube,Go,MIT,49.89 KiB
knrafto/language-bash,language-bash,https://github.com/knrafto/language-bash,Haskell,BSD-3-Clause,80.29 KiB
knupfer/elisp-parse,elisp-parse,https://github.com/knupfer/elisp-parse,Haskell,BSD-3-Clause,5.03 KiB
kode4food/ale,ale,https://github.com/kode4food/ale,Go,MIT,383.05 KiB
kohler/gifsicle,gifsicle,https://github.com/kohler/gifsicle,C,GPL-2.0-only,1.09 MiB
kotest/kotest,kotest,https://github.com/kotest/kotest,Kotlin,Apache-2.0,5.38 MiB
kowainik/learn4haskell,learn4haskell,https://github.com/kowainik/learn4haskell,Haskell,MPL-2.0,823.83 KiB
kragen/myman,myman,https://github.com/kragen/myman,C,MIT,11.21 MiB
krallin/tini,tini,https://github.com/krallin/tini,C,MIT,86.53 KiB
krxdev-kaan/AqHax-CSGO,AqHax-CSGO,https://github.com/krxdev-kaan/AqHax-CSGO,CSharp,GPL-3.0-only,22.71 MiB
kubernetes/kompose,kompose,https://github.com/kubernetes/kompose,Go,Apache-2.0,32.26 MiB
kurron/datomic-datalog-experiment,datomic-datalog-experiment,https://github.com/kurron/datomic-datalog-experiment,Bash,Apache-2.0,21.63 KiB
kutuluk/xterm-color-chart,xterm-color-chart,https://github.com/kutuluk/xterm-color-chart,Go,MIT,86.23 KiB
kvsm/purescript-by-example,purescript-by-example,https://github.com/kvsm/purescript-by-example,PureScript,MIT,305.76 KiB
kvz/json2hcl,json2hcl,https://github.com/kvz/json2hcl,Go,MIT,12.50 KiB
kyhau/aws-tools,aws-tools,https://github.com/kyhau/aws-tools,Python,MIT,1.60 MiB
kyokomi/emoji,emoji,https://github.com/kyokomi/emoji,Go,MIT,303.21 KiB
kyubyong/dc_tts,dc_tts,https://github.com/kyubyong/dc_tts,Python,Apache-2.0,3.37 MiB
l1h3r/etherscan,etherscan,https://github.com/l1h3r/etherscan,Elixir,MIT,274.25 KiB
l3nz/cli-matic,cli-matic,https://github.com/l3nz/cli-matic,Clojure,EPL-2.0,218.07 KiB
ladderlife/autochrome,autochrome,https://github.com/ladderlife/autochrome,Clojure,EPL-1.0,100.87 KiB
laozhu/hugo-nuo,hugo-nuo,https://github.com/laozhu/hugo-nuo,Html,MIT,1.51 MiB
lark-parser/lark,lark,https://github.com/lark-parser/lark,Python,MIT,616.70 KiB
lassik/STklos,STklos,https://github.com/lassik/STklos,C,GPL-2.0-only,29.60 MiB
lassik/archive-dater,archive-dater,https://github.com/lassik/archive-dater,C,ISC,5.03 KiB
lassik/beautifier-black,beautifier-black,https://github.com/lassik/beautifier-black,TypeScript,MIT,301.80 KiB
lassik/beautifier-clang-format,beautifier-clang-format,https://github.com/lassik/beautifier-clang-format,TypeScript,MIT,243.98 KiB
lassik/beautifier-elm-format,beautifier-elm-format,https://github.com/lassik/beautifier-elm-format,TypeScript,MIT,222.60 KiB
lassik/beautifier-template,beautifier-template,https://github.com/lassik/beautifier-template,TypeScript,MIT,17.23 KiB
lassik/build-scheme,build-scheme,https://github.com/lassik/build-scheme,C,BSD-3-Clause,228.54 KiB
lassik/categorizon,categorizon,https://github.com/lassik/categorizon,Python,ISC,11.09 KiB
lassik/chez-srfi,chez-srfi,https://github.com/lassik/chez-srfi,Sh,X11,2.11 MiB
lassik/chibi-scheme,chibi-scheme,https://github.com/lassik/chibi-scheme,C,BSD-3-Clause,5.03 MiB
lassik/clojure-hello-midi,clojure-hello-midi,https://github.com/lassik/clojure-hello-midi,Clojure,EPL-1.0,15.06 KiB
lassik/compression,compression,https://github.com/lassik/compression,Sh,MIT,175.40 KiB
lassik/compression-library-usage,compression-library-usage,https://github.com/lassik/compression-library-usage,C,ISC,3.78 KiB
lassik/conscheme,conscheme,https://github.com/lassik/conscheme,Go,MIT,684.38 KiB
lassik/create-unibeautify-beautifier,create-unibeautify-beautifier,https://github.com/lassik/create-unibeautify-beautifier,TypeScript,MIT,229.91 KiB
lassik/crossplane,crossplane,https://github.com/lassik/crossplane,Python,Apache-2.0,278.22 KiB
lassik/cyclone,cyclone,https://github.com/lassik/cyclone,C,MIT,30.74 MiB
lassik/discheme,discheme,https://github.com/lassik/discheme,C,BSD-3-Clause,272.60 KiB
lassik/dockerfile-mode,dockerfile-mode,https://github.com/lassik/dockerfile-mode,Elisp,Apache-2.0,21.33 KiB
lassik/dylan-emacs-support,dylan-emacs-support,https://github.com/lassik/dylan-emacs-support,Elisp,GPL-2.0-only,439.83 KiB
lassik/editorconfig-emacs-domain-specific,editorconfig-emacs-domain-specific,https://github.com/lassik/editorconfig-emacs-domain-specific,Elisp,MIT,3.53 KiB
lassik/elforth,elforth,https://github.com/lassik/elforth,Elisp,ISC,14.67 KiB
lassik/elm-webmidi-ports-minimal,elm-webmidi-ports-minimal,https://github.com/lassik/elm-webmidi-ports-minimal,Elm,BSD-3-Clause,5.67 KiB
lassik/emacs-ascii-table,emacs-ascii-table,https://github.com/lassik/emacs-ascii-table,Elisp,ISC,9.41 KiB
lassik/emacs-base-convert-live,emacs-base-convert-live,https://github.com/lassik/emacs-base-convert-live,Elisp,ISC,5.26 KiB
lassik/emacs-bbcode-mode,emacs-bbcode-mode,https://github.com/lassik/emacs-bbcode-mode,Elisp,GPL-3.0-only,47.85 KiB
lassik/emacs-c-eval,emacs-c-eval,https://github.com/lassik/emacs-c-eval,Elisp,ISC,6.57 KiB
lassik/emacs-cowsay,emacs-cowsay,https://github.com/lassik/emacs-cowsay,Elisp,MIT,32.66 KiB
lassik/emacs-currency-convert,emacs-currency-convert,https://github.com/lassik/emacs-currency-convert,Elisp,ISC,7.95 KiB
lassik/emacs-desktop-mail-user-agent,emacs-desktop-mail-user-agent,https://github.com/lassik/emacs-desktop-mail-user-agent,Elisp,ISC,8.40 KiB
lassik/emacs-format-all-the-code,emacs-format-all-the-code,https://github.com/lassik/emacs-format-all-the-code,Elisp,MIT,57.80 KiB
lassik/emacs-language-id,emacs-language-id,https://github.com/lassik/emacs-language-id,Elisp,ISC,8.82 KiB
lassik/emacs-live-preview,emacs-live-preview,https://github.com/lassik/emacs-live-preview,Elisp,ISC,9.20 KiB
lassik/emacs-memento-mori,emacs-memento-mori,https://github.com/lassik/emacs-memento-mori,Elisp,ISC,4.42 KiB
lassik/emacs-posix-manual,emacs-posix-manual,https://github.com/lassik/emacs-posix-manual,Elisp,ISC,110.22 KiB
lassik/emacs-rockets,emacs-rockets,https://github.com/lassik/emacs-rockets,Elisp,ISC,1.48 KiB
lassik/emacs-sml-basis,emacs-sml-basis,https://github.com/lassik/emacs-sml-basis,Elisp,ISC,144.14 KiB
lassik/emacs-spdx,emacs-spdx,https://github.com/lassik/emacs-spdx,Elisp,GPL-3.0-only,61.33 KiB
lassik/emacs-symbolist,emacs-symbolist,https://github.com/lassik/emacs-symbolist,Elisp,ISC,5.85 KiB
lassik/emacs-teletext,emacs-teletext,https://github.com/lassik/emacs-teletext,Elisp,ISC,19.88 KiB
lassik/emacs-teletext-yle,emacs-teletext-yle,https://github.com/lassik/emacs-teletext-yle,Elisp,ISC,8.64 KiB
lassik/emacs-trivial-adoc-mode,emacs-trivial-adoc-mode,https://github.com/lassik/emacs-trivial-adoc-mode,Elisp,ISC,2.84 KiB
lassik/emacs-unidecode,emacs-unidecode,https://github.com/lassik/emacs-unidecode,Elisp,GPL-2.0-only,346.74 KiB
lassik/emacs-validate-html,emacs-validate-html,https://github.com/lassik/emacs-validate-html,Elisp,GPL-3.0-only,38.48 KiB
lassik/emacs-whois,emacs-whois,https://github.com/lassik/emacs-whois,Elisp,GPL-2.0-only,23.95 KiB
lassik/envfile,envfile,https://github.com/lassik/envfile,C,ISC,6.46 KiB
lassik/exename,exename,https://github.com/lassik/exename,C,ISC,2.75 KiB
lassik/gerbil,gerbil,https://github.com/lassik/gerbil,Markdown,"Apache-2.0, LGPL-2.1-only",8.39 MiB
lassik/git-clone-archive,git-clone-archive,https://github.com/lassik/git-clone-archive,C,ISC,23.98 KiB
lassik/git-filter-repo,git-filter-repo,https://github.com/lassik/git-filter-repo,Python,"GPL-2.0-only, MIT",543.82 KiB
lassik/go-airfreight,go-airfreight,https://github.com/lassik/go-airfreight,Go,ISC,9.58 KiB
lassik/go-httplog,go-httplog,https://github.com/lassik/go-httplog,Go,BSD-2-Clause,9.59 KiB
lassik/go-sqlite-static-ci,go-sqlite-static-ci,https://github.com/lassik/go-sqlite-static-ci,Go,BSD-3-Clause,2.76 KiB
lassik/grove,grove,https://github.com/lassik/grove,Html,ISC,12.55 KiB
lassik/haskell-hello-ci,haskell-hello-ci,https://github.com/lassik/haskell-hello-ci,Haskell,BSD-3-Clause,4.09 KiB
lassik/homebrew-scheme,homebrew-scheme,https://github.com/lassik/homebrew-scheme,Ruby,BSD-2-Clause,10.38 KiB
lassik/imphead,imphead,https://github.com/lassik/imphead,Go,ISC,4.78 KiB
lassik/laesare,laesare,https://github.com/lassik/laesare,Markdown,MIT,79.28 KiB
lassik/leapsecondtable,leapsecondtable,https://github.com/lassik/leapsecondtable,C,ISC,10.38 KiB
lassik/lookup,lookup,https://github.com/lassik/lookup,Go,ISC,7.11 KiB
lassik/lookup-computer,lookup-computer,https://github.com/lassik/lookup-computer,Python,ISC,1.21 MiB
lassik/lookup-regional-fi,lookup-regional-fi,https://github.com/lassik/lookup-regional-fi,Python,ISC,3.51 KiB
lassik/lookup-regional-us,lookup-regional-us,https://github.com/lassik/lookup-regional-us,Python,ISC,3.31 KiB
lassik/lookup-world,lookup-world,https://github.com/lassik/lookup-world,Python,ISC,8.85 KiB
lassik/melpa,melpa,https://github.com/lassik/melpa,Elisp,GPL-3.0-only,593.66 KiB
lassik/mergedotnet,mergedotnet,https://github.com/lassik/mergedotnet,CSharp,BSD-3-Clause,1.75 MiB
lassik/midi-learn,midi-learn,https://github.com/lassik/midi-learn,Clojure,EPL-1.0,14.71 KiB
lassik/midiroute,midiroute,https://github.com/lassik/midiroute,Go,MIT,5.00 KiB
lassik/minsi,minsi,https://github.com/lassik/minsi,C,ISC,14.81 KiB
lassik/musical-scale-converter,musical-scale-converter,https://github.com/lassik/musical-scale-converter,Elm,ISC,6.70 KiB
